Field Name,Number Non-PA Wells,INJ Types (All),"Water Cut, %","GOR, Mscf/BO","Daily Liquid Rate, bpd","Daily Gas Rate, Mscfpd",Type,Status,Lat,Lon,EOR_Technology,INJ Type
LOST TANK,138,WATER,87.07865798,4.625704867,5755.419355,3440.032258,Oil,Active,32.4361006,-103.7451343,,WATER
"WAR-WINK, W.",74,SALT WATER,80.22246941,4.616422947,290,264.7741935,Oil,Active,31.6082877,-103.3238578,,WATER
KEOKUK,188,"SALT WATER, WATER",0,4.609573241,55.93548387,257.8387097,Oil,Active,35.35474941,-96.646953,,WATER
C. A. WINN,25,SALT WATER,24.81927711,4.576923077,13.38709677,46.06451613,Oil,Active,28.1713639,-98.05184166,,WATER
BELL LAKE,193,,80.57074504,4.572119613,377.5483871,335.3870968,Oil,Active,32.11133115,-103.0412934,,UNKNOWN
MCARTHUR RIVER,239,"WATER, ",95.61507111,4.564707427,117663.2903,23551.3871,Oil,End of Life,60.83529564,-151.6146799,,WATER
WAGON WHEEL,228,SALT WATER,87.77918756,4.539590008,10957.77419,6079.096774,Oil,Active,31.56958527,-102.9743795,,WATER
"LEHN-APCO, SOUTH",25,,78.00175285,4.520584329,110.4193548,109.8064516,Oil,Active,31.11229502,-102.6863078,,UNKNOWN
FLAT COULEE,53,WATER,2.551020408,4.492146597,6.322580645,27.67741935,Oil,Active,48.97560546,-111.0884539,,WATER
BAY CITY,255,SALT WATER,97.87499704,4.490671122,5451.225806,520.1935484,Oil,End of Life,29.04401144,-95.95017206,,WATER
PAYTON,340,SALT WATER,72.4572004,4.450639854,256.2580645,314.1290323,Oil,Active,31.30828993,-102.8664847,,WATER
CESTOS SE,42,"SALT WATER, WATER",0,4.425451092,33.96774194,150.3225806,Oil,Active,36.11904355,-99.02403086,,WATER
ALLEN-PARKER,302,SALT WATER,51.23031496,4.416750757,65.5483871,141.1935484,Oil,Active,36.34449913,-100.8127045,,WATER
"LOLITA, DEEP",85,SALT WATER,98.76681654,4.376402878,9090.032258,490.5806452,Oil,End of Life,28.85041844,-96.51229633,,WATER
FLATS NW,35,"WATER, ",0,4.372799029,53.12903226,232.3225806,Oil,Active,36.98729106,-101.8250954,,WATER
BETHEL,176,"SALT WATER, FRESH WATER,SALT WATER",9.967320261,4.369782214,78.96774194,310.6774194,Oil,Active,34.83085178,-96.43601391,,WATER
HACKBERRY,155,"SALT WATER, WATER",62.15629522,4.361854685,178.3225806,294.3548387,Oil,Active,32.72777583,-103.7131655,,WATER
MERTZON,101,SALT WATER,53.37349398,4.354005168,26.77419355,54.35483871,Oil,Active,31.18016245,-100.9044702,,WATER
CLARK CREEK EAST,17,SALT WATER,0,4.351744186,11.09677419,48.29032258,Oil,Active,36.97582916,-99.59387842,,WATER
SPEARHEAD RANCH,123,WATER,5.110159119,4.319574331,105.4193548,432.0967742,Oil,Active,43.30613294,-105.782173,,WATER
MONAHANS,542,"SALT WATER, ",91.83588516,4.30720204,2479.774194,872,Oil,Active,31.64617514,-102.8880344,"Polymer, CO2",WATER
MALJAMAR,1196,WATER,91.59125442,4.295770369,23990,8665.677419,Oil,Active,32.8235422,-103.7477293,"CO2, Miscible,",WATER
BIG MINERAL CREEK,477,SALT WATER,90.84030305,4.292573027,6799.774194,2673.580645,Oil,Active,33.73661971,-96.79225562,Polymer,WATER
MILLS BENNETT,169,SALT WATER,83.64386072,4.288515406,211.2258065,148.1612903,Oil,Active,27.1882796,-98.33305326,,WATER
RENO,137,"SALT WATER, WATER",62.22962777,4.282004328,513.0322581,829.7419355,Oil,Active,34.91322259,-98.56237052,,WATER
SOUTHWEST MESA,25,SALT WATER,61.42857143,4.256410256,58.70967742,96.38709677,Oil,Active,31.02321072,-102.0881636,,WATER
MARTIN,1189,SALT WATER,87.58444391,4.254564303,18045,9531.870968,Oil,Active,32.26829065,-102.0905488,,WATER
RED HILLS,597,GAS,33.07692308,4.229631508,570.3225806,1614.354839,Oil,Active,32.14726434,-103.5296065,,GAS
FARNSWORTH-CONNER,188,,34.60410557,4.22122571,33,91.09677419,Oil,Active,36.33465301,-100.944533,,UNKNOWN
"HEADLEE, N.",88,SALT WATER,76.81013929,4.220238095,257.0645161,251.5806452,Oil,Active,31.95456076,-102.3850533,,WATER
CORDONA LAKE,247,"SALT WATER, CO2, CO2,SALT WATER",89.98399561,4.202017896,7054.516129,2969.064516,Oil,Active,31.31710334,-102.546902,"Gas, CO2, Hydrocarbon, Miscible,",WATER
CAVEAT EMPTOR,25,SALT WATER,91.21051879,4.2,225.7096774,83.32258065,Oil,Active,31.48658583,-103.0540149,,WATER
COLE DISTRICT,351,"SALT WATER, WATER",0,4.189448441,13.4516129,56.35483871,Oil,Active,35.71073593,-95.69013506,,WATER
REFUGIO-FOX,206,SALT WATER,96.00063356,4.178217822,1221.967742,204.1935484,Oil,End of Life,28.33304585,-97.24777506,,WATER
CEDAR LAKE,935,"WATER, SALT WATER, CO2, CO2,SALT WATER",92.60535557,4.162669421,51111.09677,15732.74194,Oil,Active,32.83998546,-103.1255609,"CO2, Miscible",WATER
SS274,298,,41.40874036,4.158652159,313.7096774,764.3870968,Oil,Active,28.31714485,-91.20149297,,UNKNOWN
"KEYSTONE, SOUTH",165,SALT WATER,98.2793826,4.120388905,6556.16129,464.8064516,Oil,End of Life,31.8804231,-102.9637911,,WATER
FOARD COUNTY REGULAR,32,,75,4.090909091,1.419354839,1.451612903,Oil,Active,34.01663506,-99.55226419,,UNKNOWN
CATO,269,WATER,75.29411765,4.075396825,32.90322581,33.12903226,Oil,Active,34.46306318,-102.2679449,,WATER
"SEGNO, SOUTH",45,,86.60157629,4.063213345,274.2258065,149.2903226,Oil,Active,30.50234968,-94.5685837,,UNKNOWN
"GOLDSMITH, N.",767,"SALT WATER, ",94.86311087,4.040545305,5343.387097,1109.064516,Oil,Active,32.0884145,-102.7291965,,WATER
ARENOSO,123,,22.40767786,4.040064533,154.6129032,484.6774194,Oil,Active,31.71208096,-102.8451569,,UNKNOWN
COUNCIL HILL DISTRICT,260,"SALT WATER, WATER",0,4.016624041,25.22580645,101.3225806,Oil,Active,35.61113659,-95.65141691,,WATER
BRANDI,22,SALT WATER,95.88138386,4.010909091,215.3870968,35.58064516,Oil,End of Life,35.49002598,-102.3026419,,WATER
CALLAHAN COUNTY REGULAR,2822,SALT WATER,95.4877455,4.008992806,397.483871,71.90322581,Oil,End of Life,32.35240887,-99.29052058,,WATER
LANGLIE MATTIX,894,WATER,94.9062331,4.007903413,13060.87097,2666.419355,Oil,Active,32.24205571,-103.1759615,,WATER
"BLALOCK LAKE,S.",42,,27.72963605,4,18.61290323,53.80645161,Oil,Active,31.91530611,-101.638784,,UNKNOWN
OJAI,388,"GAS,WATER, GAS, WATER",61.61840072,3.986223706,1586.193548,2426.83871,Oil,Active,34.42561191,-119.1502928,,WATER
YANTIS,78,SALT WATER,72.24284199,3.982808023,121.6774194,134.516129,Oil,Active,32.93393092,-95.52141857,,WATER
"LAKE TRAMMEL, S.",118,SALT WATER,74.11650012,3.97740113,132.3548387,136.2580645,Oil,Active,32.30253764,-100.438295,,WATER
SS230,647,,14.22181373,3.969783556,526.4516129,1792.677419,Oil,Active,28.49170553,-91.08955076,,UNKNOWN
FORT SILL,291,"SALT WATER, WATER",0,3.942414175,29.12903226,114.8387097,Oil,Active,34.73010942,-98.26240036,,WATER
"JANELLE, SE.",97,SALT WATER,81.69542662,3.932763819,1753.483871,1262.290323,Oil,Active,31.57134334,-102.7662315,,WATER
DEWEY LAKE,51,,59.9257885,3.925925926,17.38709677,27.35483871,Oil,Active,31.92843554,-101.6932879,,UNKNOWN
STROUD,1083,"SALT WATER, WATER",0,3.919977616,172.9354839,677.9032258,Oil,Active,35.70937988,-96.66224636,"Surfactant, Polymer",WATER
ROBERTSON-GRIFFIN,31,,11.47540984,3.917989418,13.77419355,47.77419355,Oil,Active,32.10482813,-99.6737668,,UNKNOWN
"EDMONDS, E.",25,,76.22149837,3.917808219,19.80645161,18.4516129,Oil,Active,33.04157085,-98.82981649,,UNKNOWN
TOMBALL,725,SALT WATER,98.03459789,3.917228745,19710.32258,1517.483871,Oil,End of Life,30.08112108,-95.63340162,,WATER
JONES,154,,96.65006348,3.916909621,660.5806452,86.67741935,Oil,End of Life,34.29087275,-97.69000161,,UNKNOWN
FRITZLEN,26,SALT WATER,0,3.916201117,11.5483871,45.22580645,Oil,Active,36.83237934,-98.8897103,,WATER
TROPORO,49,SALT WATER,68.10325477,3.914848698,143.7096774,179.4516129,Oil,Active,31.27455059,-102.7604225,,WATER
DECKER,21,SALT WATER,51.38888889,3.914285714,2.322580645,4.419354839,Oil,Active,33.80285249,-98.5188884,,WATER
SHACKELFORD COUNTY REGULAR,4069,SALT WATER,86.04651163,3.908333333,554.8387097,302.5806452,Oil,Active,32.74624387,-99.31285257,,WATER
WOLFBONE,1875,"SALT WATER, SALT WATER,FRAC FLUID",79.14690013,3.896266587,11879.25806,9651.806452,Oil,Active,31.23473337,-103.3618543,,WATER
ROSS DRAW,66,,90.90330894,3.882684101,3905.354839,1379.354839,Oil,Active,32.02272139,-103.8710882,,UNKNOWN
TXL,2217,SALT WATER,94.4444536,3.87938655,19574.16129,4218.645161,Oil,Active,31.88166914,-102.7153144,,WATER
KELLY-SNYDER,3439,"ACID GAS,CO2,GAS,SALT WATER, CO2, LPG, ACID GAS,CO2,GAS,NITROGEN, ACID GAS,CO2,SALT WATER, ACID GAS,CO2,GAS,NITROGEN,SALT WATER, SALT WATER, ACID GAS,CO2,NITROGEN,SALT WATER, ACID GAS,CO2,GAS, AIR,SALT WATER, CO2,SALT WATER",94.19948686,3.838742431,347798.4839,77443.16129,Oil,Active,32.77668754,-100.9709178,,WATER
BLUITT,49,WATER,61.59759619,3.819530536,826.6451613,1212.516129,Oil,Active,33.63359395,-103.1180713,,WATER
BARHAM RANCH,37,WATER,75.06190117,3.812216706,599.2903226,569.7419355,Oil,Active,34.70987126,-120.2252922,,WATER
MEHAN,182,"SALT WATER, WATER",0,3.802161654,68.64516129,261,Oil,Active,36.04085719,-96.95633763,,WATER
WEINER,127,SALT WATER,83.17107093,3.791134485,255.1290323,162.7741935,Oil,Active,31.76726009,-103.0532575,,WATER
"MANZIEL, SE",24,,93.63794101,3.790909091,111.5483871,26.90322581,Oil,Active,32.88149983,-95.39311554,,UNKNOWN
KEERAN,203,SALT WATER,99.38843566,3.774767802,13629.77419,314.6451613,Oil,End of Life,28.75091684,-96.74792966,,WATER
CANEY,222,"SALT WATER, WATER",0,3.763039279,50.09677419,188.516129,Oil,Active,36.82516028,-95.96504277,,WATER
GAS CITY,50,"GAS,WATER, GAS, WATER",94.39338235,3.762295082,70.19354839,14.80645161,Oil,Active,46.94275831,-104.7501101,,WATER
"GRETA, DEEP",85,,77.9980856,3.761342449,235.9032258,195.2258065,Oil,Active,28.38395874,-97.18444392,,UNKNOWN
CEDAR RIM,56,WATER,96.96344997,3.747400612,1736.903226,197.6451613,Oil,End of Life,40.20498255,-110.6003755,,WATER
BAST,16,,49.24491136,3.712807245,98.25806452,185.1612903,Oil,Active,32.1194336,-100.4731783,,UNKNOWN
"HALLEY, S.",109,SALT WATER,70.92198582,3.712737127,40.93548387,44.19354839,Oil,Active,31.72714513,-102.9982678,,WATER
HARDY,252,SALT WATER,94.14278375,3.698471761,4144.322581,897.7741935,Oil,Active,34.69088726,-100.5108725,,WATER
HERRADURA BEND,53,WATER,87.55460189,3.697660099,841.8709677,387.4193548,Oil,Active,32.34786669,-104.0657109,,WATER
MARY ELLEN O'CONNER,512,SALT WATER,35.91111111,3.689320388,72.58064516,171.6129032,Oil,Active,28.2675381,-97.22727623,,WATER
DAVES,41,"SALT WATER, ",80.32744283,3.668428005,124.1290323,89.58064516,Oil,Active,33.91962708,-98.58163014,,WATER
MANNING,85,"SALT WATER, WATER",66.82867558,3.666666667,79.64516129,96.87096774,Oil,Active,44.70461288,-103.7246146,,WATER
VETERANS,58,SALT WATER,41.99881804,3.657081399,491.2580645,1042.032258,Oil,Active,31.7928334,-101.5102474,,WATER
LAMONT EAST,23,SALT WATER,0,3.656441718,5.258064516,19.22580645,Oil,Active,36.68188056,-97.52359479,,WATER
JAMESON N.,342,SALT WATER,70.74819239,3.651262762,205.2258065,219.1935484,Oil,Active,32.10945459,-100.689059,,WATER
GREATER MOOSES TOOTH,22,"GAS, WATER",70.5319759,3.643332223,8212.83871,8817.451613,Oil,Active,70.22207459,-151.5669689,,WATER
GUTHRIE NW,40,SALT WATER,0,3.640449438,5.741935484,20.90322581,Oil,Active,35.94669927,-97.55757127,,WATER
LOWE,211,SALT WATER,77.61644716,3.637198622,502.0967742,408.7741935,Oil,Active,32.48456513,-101.8889837,,WATER
BLUEBELL,555,WATER,73.65824645,3.625690726,27280.74194,26055.03226,Oil,Active,40.34675172,-109.9618079,,WATER
PAM,20,SALT WATER,14.09537167,3.619591837,46,143.0322581,Oil,Active,32.54998894,-99.3829044,,WATER
BLEDSOE RANCH,87,"GAS, WATER",93.94555354,3.618784972,6665.322581,1460.354839,Oil,Active,38.95507877,-103.0567836,,WATER
LOVELL SE,26,SALT WATER,0,3.608433735,5.35483871,19.32258065,Oil,Active,35.99905983,-97.55925147,,WATER
PEEK,46,SALT WATER,62.80653951,3.578754579,23.67741935,31.51612903,Oil,Active,33.33035948,-98.34419053,,WATER
SCANLON,18,WATER,92.17028878,3.547528517,108.3548387,30.09677419,Oil,Active,33.41028022,-103.5693857,,WATER
FORTY NINER RIDGE,104,WATER,93.29744919,3.541777384,1630.096774,386.9677419,Oil,Active,32.28414241,-103.9028491,,WATER
WELLINGTON,67,WATER,98.6607247,3.536585366,2765.096774,130.9677419,Oil,End of Life,40.35828458,-104.1393708,,WATER
SHERWOOD,46,SALT WATER,95.01344333,3.535833891,1931.645161,340.5806452,Oil,End of Life,47.60830651,-102.3941027,,WATER
NEWTON,63,SALT WATER,93.47040971,3.534975598,2125.806452,490.6774194,Oil,Active,30.52749195,-93.75271069,,WATER
GREASEWOOD,102,"WATER, SALT WATER, SALT WATER,FRAC FLUID",85.96377474,3.518288527,3034.774194,1498.677419,Oil,Active,40.1775608,-104.1982126,,WATER
MP041,1206,"WATER, SALT WATER, ",87.88702933,3.515417654,17981.25806,7656.806452,Oil,Active,29.40138255,-89.00832916,,WATER
ALTAMONT,735,WATER,86.64889532,3.505880834,50534.41935,23653.83871,Oil,Active,40.22357268,-110.2962809,,WATER
LUCKY LEON,24,SALT WATER,95.66276497,3.502574831,4621.645161,702.0967742,Oil,End of Life,30.47471767,-94.09152488,,WATER
POKER LAKE,114,,84.60859176,3.502193723,1242,669.483871,Oil,Active,32.19846202,-103.8053305,,UNKNOWN
ABELL,591,"SALT WATER, CO2",85.34554361,3.495567505,1514.677419,775.9032258,Oil,Active,31.28017063,-102.6227888,"Alkali, CO2, Miscible,",WATER
PALO ALTO,53,SALT WATER,92.84970496,3.487864078,185.8709677,46.35483871,Oil,Active,28.73801596,-96.82543859,,WATER
NOWATA-CLAGGETT,807,"SALT WATER, WATER",0,3.47257384,7.64516129,26.5483871,Oil,Active,36.70460027,-95.60806857,,WATER
"SEGNO, DEEP",26,,7.296849088,3.470483005,19.4516129,62.58064516,Oil,Active,30.51927272,-94.58492889,,UNKNOWN
HOFFMAN,650,"SALT WATER, SALT WATER,FRAC FLUID",94.52824002,3.468164794,787.0322581,149.3548387,Oil,Active,28.99041013,-98.34809499,Surfactant,WATER
NASH DRAW,155,WATER,88.91313837,3.460629921,2660.516129,1020.774194,Oil,Active,32.25271806,-103.9236187,,WATER
PAYNE,244,"SALT WATER, WATER",0.0122534,3.456617647,263.2580645,909.8709677,Oil,Active,36.13127484,-98.59803233,,WATER
UNIVERSITY BLOCK 9,377,SALT WATER,89.16449609,3.454696746,1610,602.6774194,Oil,Active,32.20095226,-102.5709347,"Gas, Hydrocarbon",WATER
SAGE DRAW,26,SALT WATER,96.08231916,3.44938918,943.6129032,127.516129,Oil,End of Life,32.41591233,-103.4449592,,WATER
CORBIN,161,,79.06371239,3.44844342,1870.806452,1350.677419,Oil,Active,32.77484235,-103.6464734,,UNKNOWN
SAND FLAT N.,21,"FRESH WATER,SALT WATER",93.68168411,3.446224256,1115.548387,242.9032258,Oil,Active,32.50521634,-95.24664453,,WATER
"CLARA DRISCOLL,",235,SALT WATER,72.96928328,3.441919192,47.25806452,43.96774194,Oil,Active,27.66030491,-97.72955822,,WATER
ARMER,189,SALT WATER,79.65876184,3.441528793,6182.419355,4328,Oil,Active,31.57430525,-102.7110039,,WATER
"WINTERS, SW",116,,68.89534884,3.425233645,22.19354839,23.64516129,Oil,Active,31.86571289,-100.0209482,,UNKNOWN
"MCFADDIN, N.",301,SALT WATER,78.15887157,3.41264446,434.516129,323.8709677,Oil,Active,28.61406617,-96.96829143,,WATER
MAGNET WITHERS,1591,SALT WATER,97.89623472,3.401880891,72065.87097,5157.580645,Oil,End of Life,29.15432547,-96.06975722,"CO2, CO2,",WATER
POISON SPIDER WEST,51,"GAS, WATER",38.71849377,3.398414272,106.2258065,221.2258065,Oil,Active,42.83610995,-106.8772275,"Gas, Hydrocarbon",WATER
THUNDER VALLEY,19,SALT WATER,46.06977722,3.396726422,76.74193548,140.5806452,Oil,Active,32.48123881,-100.6276159,,WATER
"VOGTSBERGER, SOUTH",78,SALT WATER,73.55996223,3.391666667,102.483871,91.90322581,Oil,Active,33.76788236,-98.49160449,,WATER
PITZER,70,SALT WATER,88.30219334,3.388888889,79.41935484,31.48387097,Oil,Active,32.21016617,-101.024176,,WATER
OCHELATA NORTH,268,"SALT WATER, WATER",0,3.382783883,17.61290323,59.58064516,Oil,Active,36.64025156,-95.99290703,,WATER
WATCHORN EAST,101,SALT WATER,0,3.375757576,15.96774194,53.90322581,Oil,Active,36.4300673,-96.95167591,,WATER
RIPLEY NORTH,33,SALT WATER,0,3.374812594,21.51612903,72.61290323,Oil,Active,36.05227642,-96.90800873,Polymer,WATER
YZAGUIRRE,70,,0,3.37414966,9.483870968,32,Oil,Active,26.54666328,-98.53995456,,UNKNOWN
RED BLUFF,174,"SALT WATER, SALT WATER,FRAC FLUID",92.07288839,3.362959569,3552.935484,947.1612903,Oil,Active,32.10964897,-103.7393588,,WATER
COGDELL,819,"SALT WATER, CO2,SALT WATER",96.27601196,3.35797028,80386.41935,10052.35484,Oil,End of Life,32.95326395,-100.872155,"Polymer, CO2, Miscible, Polymer",WATER
SCOTT,904,"SALT WATER, WATER",91.60220901,3.356832303,26770.09677,7546.483871,Oil,Active,38.08252064,-103.5319486,,WATER
QUAHADA RIDGE,86,,78.43578562,3.350728419,687.9677419,497.0967742,Oil,Active,32.36177902,-103.8487035,,UNKNOWN
BLOCK 49,68,SALT WATER,82.31005372,3.334056399,84.06451613,49.58064516,Oil,Active,31.11400392,-101.3893049,,WATER
BESSMAY,32,,42.46753247,3.306997743,24.83870968,47.25806452,Oil,Active,30.46821687,-93.9687481,,UNKNOWN
WADDELL,725,SALT WATER,94.01303108,3.303467366,3698.354839,731.4516129,Oil,Active,31.61388549,-102.5063715,,WATER
BUFFALO,753,"AIR, SALT WATER, WATER",82.22202866,3.295198432,740.6774194,433.9032258,Oil,Active,41.32718636,-91.88411131,"In-situ, Combustion",WATER
"TELFERNER, EAST",45,SALT WATER,90.59715929,3.292365999,633.6451613,196.1612903,Oil,Active,28.83131614,-96.81169145,,WATER
ARROYO GRANDE,484,"GAS,WATER, GAS, WATER",26.42438765,3.288040528,242.3225806,586.2258065,Oil,Active,34.92443612,-119.9715362,"Steam, Steam",WATER
ELK BASIN,528,"GAS, NITROGEN, WATER",99.0447836,3.273675795,329491.2903,10303.41935,Oil,End of Life,44.98133076,-108.8632511,,WATER
SHO-VEL-TUM,14866,"SALT WATER, GAS, WATER",0,3.260111893,6025.322581,19643.22581,Oil,Active,34.42536421,-97.56599809,"In-situ, Miscible, Combustion, Hydrocarbon, ASP, Gas, Polymer, Surfactant, CO2, CO2, Steam,",WATER
MOUNT PEARL,98,"GAS, WATER",82.152948,3.241455232,1723.967742,997.3225806,Oil,Active,38.88180243,-102.7364483,,WATER
SAND SPRINGS DISTRICT,108,"SALT WATER, WATER",0,3.238223419,23.96774194,77.61290323,Oil,Active,36.09887189,-96.139509,,WATER
GRAND OLD OPLIN,110,,14.02329749,3.236581553,72,200.3548387,Oil,Active,32.13272876,-99.60890803,,UNKNOWN
LA BELLE,86,SALT WATER,97.51577037,3.219583486,3554.032258,284.2580645,Oil,End of Life,29.80322983,-94.15255344,,WATER
SYLVIAN,24,SALT WATER,0,3.218934911,5.451612903,17.5483871,Oil,Active,35.35756837,-96.54255959,,WATER
"GOLDSMITH, W.",500,"SALT WATER, ",91.9111621,3.20845998,1574.451613,408.6129032,Oil,Active,31.96463769,-102.7514829,,WATER
CHOCTAW,42,WATER,0,3.197802198,8.806451613,28.16129032,Oil,Active,35.22341575,-96.67143849,,WATER
PERKINS,78,"SALT WATER, ",99.60359576,3.19221968,7112.322581,90,Oil,End of Life,31.04233228,-94.11167901,,WATER
COLLIE,603,"SALT WATER, SALT WATER,FRAC FLUID",92.61464217,3.191066353,57164.54839,13472.06452,Oil,Active,31.43435589,-103.4179462,,WATER
"PERRYTON, NORTH",56,"SALT WATER, CO2,SALT WATER",82.79739514,3.183987773,1595.032258,873.6451613,Oil,Active,36.48066963,-100.8920042,"CO2, Miscible",WATER
TWIN CREEK,51,,0,3.183035714,7.225806452,23,Oil,Active,37.42489638,-98.55900729,,UNKNOWN
TIMBER CANYON,45,"GAS, WATER",15.66834805,3.182429907,102.3225806,274.6129032,Oil,Active,34.60135304,-118.2866491,,WATER
"CAMAR, SW.",84,SALT WATER,82.06751055,3.180392157,229.3548387,130.8064516,Oil,Active,30.8945889,-100.206535,,WATER
CIENAGA CANYON,33,WATER,94.35644661,3.179587831,582.4516129,104.516129,Oil,Active,35.01117573,-119.33921,,WATER
R. H. F.,138,SALT WATER,93.6997319,3.175531915,96.25806452,19.25806452,Oil,Active,36.18863251,-100.9597959,,WATER
BIG SALUTE,86,SALT WATER,89.32452404,3.175081433,742.1290323,251.5483871,Oil,Active,31.75816479,-101.2043357,,WATER
LUNDELL,359,SALT WATER,97.99617651,3.173304158,7356.903226,467.8064516,Oil,End of Life,27.84320799,-98.69191695,,WATER
BOX,86,SALT WATER,11.14599686,3.1704947,41.09677419,115.7741935,Oil,Active,32.78002504,-99.20696897,,WATER
CARTHAGE DISTRICT NE,66,"SALT WATER, WATER",0,3.164642375,23.90322581,75.64516129,Oil,Active,36.96060192,-101.9156437,,WATER
HARWELL,37,SALT WATER,89.21944978,3.163204748,100.8387097,34.38709677,Oil,Active,33.3283191,-98.3698331,,WATER
SPEAKER,63,"GAS, WATER",91.60809867,3.147531891,693.0645161,183.0645161,Oil,Active,39.02629589,-103.0592568,,WATER
"WORLD, WEST",48,SALT WATER,64.12776413,3.116438356,13.12903226,14.67741935,Oil,Active,30.9818875,-101.6175116,,WATER
OLD HOMESTEAD,23,WATER,44.59459459,3.109756098,9.548387097,16.4516129,Oil,Active,39.20927154,-103.6311154,,WATER
EDMOND WEST,812,SALT WATER,0,3.098125249,1374.806452,4259.322581,Oil,Active,35.68190908,-97.62509054,,WATER
"QUITO, WEST",210,"SALT WATER, SALT WATER,FRAC FLUID",91.96855552,3.089314845,984.8387097,244.3548387,Oil,Active,31.57466583,-103.4102266,,WATER
KATZ,985,"SALT WATER, CO2,GAS,SALT WATER, CO2,GAS",95.84115251,3.088327577,34362.03226,4413.419355,Oil,End of Life,33.38902102,-100.0049178,"CO2, Miscible",WATER
SHAMBURGER LAKE,44,SALT WATER,90.2016704,3.070686071,158.3548387,47.64516129,Oil,Active,32.43239792,-95.28179773,,WATER
SUNFLOWER,115,"FRESH WATER,SALT WATER",54.20528771,3.067377573,1037.096774,1456.806452,Oil,Active,33.10169738,-101.2702364,,WATER
OIL CENTER,27,WATER,69.65174129,3.064637002,226.9354839,211.0645161,Oil,Active,32.50487251,-103.2552928,,WATER
LAWSON,349,SALT WATER,94.81193852,3.062444641,1403.967742,223.0645161,Oil,Active,31.85609807,-98.92319581,,WATER
SARCO CREEK,87,SALT WATER,80.30987734,3.057377049,399.7419355,240.6451613,Oil,Active,28.51050138,-97.34035661,,WATER
BLOCK 6,19,SALT WATER,63.98467433,3.042553191,16.83870968,18.4516129,Oil,Active,32.46522279,-102.2918879,,WATER
HOEFS T-K,676,"SALT WATER, SALT WATER,FRAC FLUID",74.72324723,3.041970803,69.93548387,53.77419355,Oil,Active,31.12013019,-103.2554452,,WATER
DOUBLE E,23,SALT WATER,90.69744836,3.035005225,663.7096774,187.3870968,Oil,Active,31.59123453,-103.3826052,,WATER
ROCK PEN,240,SALT WATER,38.81401617,3.029735683,47.87096774,88.74193548,Oil,Active,31.27732424,-100.8757812,,WATER
LAWRIE WEST,160,"SALT WATER, WATER",0,3.026827012,34.87096774,105.5483871,Oil,Active,35.97736081,-97.48412704,,WATER
ELLWOOD,18,,84.2605156,3.017241379,71.32258065,33.87096774,Oil,Active,32.09727114,-100.946293,,UNKNOWN
PL020,646,"SALT WATER, ",91.51588938,3.001675919,3629.935484,924.4193548,Oil,Active,28.92228927,-90.7085297,,WATER
SUGARKANE,2246,"SALT WATER, SALT WATER,FRAC FLUID",11.76470588,3,1.096774194,2.903225806,Oil,Active,28.82175824,-97.9207129,,WATER
NORTHERN RANCH,43,SALT WATER,98.77149877,3,39.38709677,1.451612903,Oil,End of Life,29.04704133,-96.06468261,,WATER
LOS MEDANOS,156,WATER,84.05920734,2.981486838,1399.129032,664.9677419,Oil,Active,32.33639683,-103.813418,,WATER
CHAVEROO,344,"WATER, ",85.56060606,2.965372508,212.9032258,91.16129032,Oil,Active,33.66398521,-103.5713714,,WATER
"RAMERINA, SW.",112,SALT WATER,85.38812785,2.958333333,148.3548387,64.12903226,Oil,Active,28.08019274,-98.11233546,,WATER
BIG LAKE,412,"SALT WATER, ",99.53223549,2.942622951,1682.677419,23.16129032,Oil,End of Life,30.93973633,-98.47246344,,WATER
SANDBAR,993,"SALT WATER, SALT WATER,FRAC FLUID",60.36897848,2.940086207,188.8387097,220.0322581,Oil,Active,32.66610534,-103.8088448,,WATER
BISTI,730,WATER,75.77342945,2.934875021,783.0645161,556.7741935,Oil,Active,36.37736589,-108.0250476,,WATER
M P S,28,SALT WATER,0,2.931782946,20.80645161,61,Oil,Active,33.46982413,-97.94142906,,WATER
VR331,117,,75.48847145,2.929642445,2053.806452,1474.83871,Oil,Active,28.26551857,-92.27331442,,UNKNOWN
HARPER,923,"FRESH WATER, SALT WATER, GAS, ",90.85304453,2.92870516,4709.129032,1261.516129,Oil,Active,31.86598228,-102.4476679,,WATER
"HUNTLEY, EAST",127,"SALT WATER, CO2",98.14957224,2.922077922,1342.322581,72.58064516,Oil,End of Life,33.27565935,-101.4262593,"CO2, Miscible",WATER
GRAYBURG JACKSON,1333,"WATER, ",86.31559475,2.919731614,14299.06452,5713.16129,Oil,Active,32.82888655,-103.9707176,,WATER
THREE RIVERS,360,"SALT WATER, WATER",65.80143137,2.918200709,4493.774194,4484.709677,Oil,Active,39.71886798,-109.2329922,,WATER
RICH VALLEY,52,SALT WATER,0,2.914466131,56.19354839,163.7741935,Oil,Active,36.66964037,-97.6845107,,WATER
NEWSOM,49,SALT WATER,85.118498,2.885211996,209.6129032,90,Oil,Active,32.9810956,-101.6130032,,WATER
"VAN, WEST",76,SALT WATER,53.92535393,2.880586592,100.2580645,133.0645161,Oil,Active,32.55727329,-95.65638354,,WATER
SAND DUNES,377,"GAS, WATER",86.85952213,2.880034147,4888.612903,1850.096774,Oil,Active,33.45806418,-103.990981,,WATER
CENTENNIAL,48,WATER,94.44604317,2.870466321,112.0967742,17.87096774,Oil,Active,39.17270082,-99.55971014,,WATER
